time,close,high,low,open,volumefrom,volumeto,RSI,MFI,UPPERBAND,MIDDLEBAND,LOWERBAND,Accumulation/Distribution Oscillator,Accumulation/Distribution Line (AD)
2015-01-29 05:30:00,9.962857142857141e-06,1.0662857142857143e-05,9.565714285714285e-06,1.0531428571428572e-05,698469.5285714286,0.34449142857142856,,,,,,,
2015-01-31 05:30:00,7.7715e-06,8.2705e-06,7.529e-06,8.103e-06,253607.25649999996,0.2541998,,,,,,,
2015-02-02 05:30:00,0.00015396063291139248,0.00015754987341772155,0.00014666443037974683,0.00015143974683544306,924505.4025316455,1.4807885126582276,,,,,,,
2015-02-04 05:30:00,0.00021745740384615387,0.0002270151923076924,0.0002118978846153847,0.0002197961538461539,1758466.1219230779,3.3419581451923084,,,,,,,
2015-02-06 05:30:00,0.00021829759615384615,0.0002246924038461539,0.0002122632692307692,0.0002173785576923077,1404245.2680769227,2.1246156346153855,,,,,,,
2015-02-08 05:30:00,0.00021708423076923064,0.00022341048076923075,0.00021188307692307674,0.00021892144230769233,1575936.5610576922,2.4187270000000005,,,,,,,
2015-02-10 05:30:00,0.00021776826923076926,0.00022549932692307682,0.00021008173076923086,0.00021723730769230768,1693185.4016346158,3.2132687298076914,,,,,,,
2015-02-12 05:30:00,0.00021520259615384615,0.0002254608653846154,0.00020875307692307687,0.00021599086538461536,868415.3065384615,2.5022620865384626,,,,,,,
2015-02-14 05:30:00,0.000322232358490566,0.00033849811320754713,0.00030295018867924515,0.00032901339622641525,1544520.1339622643,2.4140993018867927,,,,,,,
2015-02-16 05:30:00,0.0003135609345794395,0.0003248153271028041,0.00030136728971962636,0.0003172176635514019,3848814.4709345787,3.337599112149532,,,,,,,
2015-02-18 05:30:00,0.0003124787962962962,0.0003277777777777778,0.0002937823148148148,0.0003061330555555555,3731424.809259259,2.472358842592593,,,,,,,
2015-02-20 05:30:00,0.00030068009259259245,0.0003189891666666666,0.00028043787037037037,0.00031617000000000006,2963209.341388888,2.3868328148148152,,,,,,,
2015-02-22 05:30:00,0.0003037981818181817,0.00031014199999999985,0.00029342999999999974,0.00029998790909090936,4629908.990545454,3.9410991181818202,,,,,,,
2015-02-24 05:30:00,0.00029920294642857157,0.0003093981250000002,0.00028165401785714295,0.00030088169642857157,2966325.502053571,2.173802685714285,,,,,,,
2015-02-26 05:30:00,0.00028599821428571426,0.0003022933035714287,0.0002728847321428572,0.00029107633928571446,1760374.8858035712,3.3627960267857153,,,,,,,
2015-02-28 05:30:00,0.00028129570175438603,0.00029321780701754374,0.00026730561403508777,0.00028090473684210524,5714364.380877196,3.2675235508771934,,,,,,,
2015-03-02 05:30:00,0.0002607785964912281,0.00029148842105263163,0.00024912517543859654,0.00027219675438596493,2098447.3646491226,3.0519332894736855,,,,,,,
2015-03-04 05:30:00,0.00027423429824561396,0.00029298798245614045,0.0002557421929824562,0.0002625301754385965,1639049.1615789472,2.3446295877192993,,,,,,,
2015-03-06 05:30:00,0.00027332771929824566,0.0002934938596491227,0.0002579808771929825,0.00027668105263157887,1214614.2908771923,1.929118754385965,,,,,,,
2015-03-08 05:30:00,0.0002841786842105262,0.0002930018421052631,0.00027348403508771924,0.00028215956140350857,818878.340964912,2.316227219298246,,,,,,,
2015-03-10 05:30:00,0.0002922136842105264,0.00030704403508771927,0.0002749728947368421,0.0002934895614035089,1390605.0150877198,1.5198730789473676,,,,,,,
2015-03-12 05:30:00,0.00027651517241379306,0.000293259568965517,0.0002688760344827586,0.000277908448275862,1697537.5447413796,3.014883155172413,,,,,,,
2015-03-14 05:30:00,0.0002786649999999999,0.0003033812068965516,0.0002661331896551723,0.00027695525862068965,1565108.1139655174,3.35086149137931,,,,,,,
2015-03-16 05:30:00,0.0002805393965517243,0.000297484827586207,0.00027134887931034495,0.0002803638793103448,841907.5907758622,1.6121156034482758,,,,,,,
2015-03-18 05:30:00,0.00027730577586206886,0.0002870502586206895,0.0002660387931034484,0.0002742124999999998,1095245.6574999997,2.2479025948275866,,,,,,,
2015-03-20 05:30:00,0.0002825610344827586,0.000297416724137931,0.0002666210344827587,0.00028379310344827594,770056.2043103446,2.578251077586205,,,,,,,
2015-03-22 05:30:00,0.0002881366379310344,0.00029823189655172423,0.00027281543103448283,0.0002855322413793102,679678.2501724137,3.8126433448275865,,,,,,,
2015-03-24 05:30:00,0.00028287741379310347,0.0003125676724137932,0.00027174715517241395,0.00028688155172413795,917962.3387931031,4.994981381034484,,,,,,,
2015-03-26 05:30:00,0.0002963893965517244,0.0003121450000000001,0.00027209887931034483,0.00028866982758620694,2464694.4233620698,7.670022838793102,,,,,,,
2015-03-28 05:30:00,0.0002901715517241377,0.00030761612068965513,0.00027751982758620697,0.0002937044827586209,646072.8650862068,4.863288094827585,,,,,,,
2015-03-30 05:30:00,0.0005898932203389832,0.000618747118644068,0.0005504054237288139,0.0005912061864406779,908399.8538983049,7.403422279661015,,,,,,,
2015-04-01 05:30:00,0.0005791082203389835,0.00061625186440678,0.000512697118644068,0.0005675414406779659,880083.4861864408,8.403375794067793,,,,,,,
2015-04-03 05:30:00,0.0005779496610169491,0.0006120981355932206,0.0005522352542372881,0.0005943630508474575,505861.97686440666,4.477184110169492,,,,,,,
2015-04-05 05:30:00,0.0005560947457627118,0.0005818961864406779,0.0005323896610169493,0.0005617342372881358,1516955.4711016945,6.497035796610174,,,,,,,
2015-04-07 05:30:00,0.0005344158474576272,0.0005707275423728816,0.0005121726271186439,0.000546382966101695,1063277.8744067794,6.944220395762712,,,,,,,
