,id,name,symbol
797,digitalcoin,Digitalcoin,DGC
798,happycoin,Happycoin,HPC
799,soma,Soma,SCT
800,shekel,Shekel,JEW
801,netcoin,NetCoin,NET
802,iethereum,iEthereum,IETH
803,photon,Photon,PHO
804,fujicoin,FujiCoin,FJC
805,ethersportz,EtherSportz,ESZ
806,high-voltage,High Voltage,HVCO
807,op-coin,OP Coin,OPC
808,arbitragect,ArbitrageCT,ARCT
809,skeincoin,Skeincoin,SKC
810,megacoin,Megacoin,MEC
811,ganjacoin,GanjaCoin,MRJA
812,jetcoin,Jetcoin,JET
813,grantcoin,Manna,MANNA
814,billionaire-token,Billionaire Token,XBL
815,startcoin,Startcoin,START
816,bata,Bata,BTA
817,bitradio,Bitradio,BRO
818,equal,Equal,EQL
819,piggycoin,Piggycoin,PIGGY
820,guncoin,Guncoin,GUN
821,roulettetoken,RouletteToken,RLT
822,bitgem,Bitgem,BTG
823,kubera-coin,Kubera Coin,KBR
824,accelerator-network,Accelerator Network,ACC
825,intelligent-trading-tech,Intelligent Trading Tech,ITT
826,centurion,Centurion,CNT
827,bitcoin-scrypt,Bitcoin Scrypt,BTCS
828,elcoin-el,Elcoin,EL
829,tittiecoin,TittieCoin,TTC
830,manna,Manna,MANNA
831,minereum,Minereum,MNE
832,ethereumcash,Ethereum Cash,ECASH
833,bitdeal,Bitdeal,BDL
834,dashcoin,Dashcoin,DSH
835,mojocoin,MojoCoin,MOJO
836,cryptonite,Cryptonite,XCN
837,tekcoin,TEKcoin,TEK
838,erc20,ERC20,ERC20
839,bitair,Bitair,BTCA
840,whalecoin,WhaleCoin,WHL
841,copico,Copico,XCPO
842,tattoocoin,Tattoocoin (Standard Edition),TSE
843,motocoin,Motocoin,MOTO
844,digital-developers-fund,DigitalDevelopersFund,DDF
845,rimbit,Rimbit,RBT
846,galactrum,Galactrum,ORE
847,qbic,Qbic,QBIC
848,aquariuscoin,AquariusCoin,ARCO
849,garlicoin,Garlicoin,GRLC
850,litecoin-plus,Litecoin Plus,LCP
851,kushcoin,KushCoin,KUSH
852,philosopher-stones,Philosopher Stones,PHS
853,daxxcoin,DaxxCoin,DAXX
854,onix,Onix,ONX
855,nexxus,Nexxus,NXX
856,ammo-rewards,Ammo Reloaded,AMMO
857,ethereum-gold,Ethereum Gold,ETG
858,crystal-clear,Crystal Clear ,CCT
859,cryptojacks,Cryptojacks,CJ
860,bitcoinfast,Bitcoin Fast,BCF
861,glasscoin,GlassCoin,GLS
862,trumpcoin,TrumpCoin,TRUMP
863,sugar-exchange,Sugar Exchange,SGR
864,aerium,Aerium,AERM
865,steneum-coin,Steneum Coin,STN
866,coinonatx,CoinonatX,XCXT
867,nevacoin,NevaCoin,NEVA
868,helleniccoin,Helleniccoin,HNC
869,cartaxi-token,CarTaxi Token,CTX
870,speedcash,Speedcash,SCS
871,8bit,8Bit,8BIT
872,tokyo,TOKYO,TOKC
873,pakcoin,Pakcoin,PAK
874,zcash-gold,Zlancer,ZCG
875,mineum,Mineum,MNM
876,hicoin,HiCoin,XHI
877,blakecoin,Blakecoin,BLC
878,parkbyte,ParkByte,PKB
879,islacoin,IslaCoin,ISL
880,macron,MACRON,MCRN
881,atomic-coin,Atomic Coin,ATOM
882,globaltoken,GlobalToken,GLT
883,darsek,Darsek,KED
884,zozocoin,ZoZoCoin,ZZC
885,theresa-may-coin,Theresa May Coin,MAY
886,irishcoin,IrishCoin,IRL
887,swing,Swing,SWING
888,allsafe,AllSafe,ASAFE2
889,stronghands,StrongHands,SHND
890,808coin,808Coin,808
891,desire,Desire,DSR
892,octocoin,OctoCoin,888
893,ethereum-dark,Ethereum Dark,ETHD
894,mustangcoin,MustangCoin,MST
895,c-bit,C-Bit,XCT
896,gpu-coin,GPU Coin,GPU
897,brat,BROTHER,BRAT
898,enigma,Enigma,XNG
899,abjcoin,Abjcoin,ABJ
900,eot-token,EOT Token,EOT
901,litebitcoin,LiteBitcoin,LBTC
902,digital-rupees,Digital Rupees,DRS
903,vaperscoin,VapersCoin,VPRC
904,homeblockcoin,HomeBlockCoin,HBC
905,trident,Trident Group,TRDT
906,elacoin,Elacoin,ELC
907,yenten,YENTEN,YTN
908,bitcoal,BitCoal,COAL
909,cabbage,Cabbage,CAB
910,zetamicron,ZetaMicron,ZMC
911,cachecoin,CacheCoin,CACH
912,comet,Comet,CMT
913,bolenum,Bolenum,BLN
914,luna-coin,Luna Coin,LUNA
915,master-swiscoin,Master Swiscoin,MSCN
916,arbit,ARbit,ARB
917,royal-kingdom-coin,Royal Kingdom Coin,RKC
918,veros,Veros,VRS
919,women,WomenCoin,WOMEN
920,madcoin,Madcoin,MDC
921,coupecoin,Coupecoin,COUPE
922,project-x,Project-X,NANOX
923,ulatech,Ulatech,ULA
924,harmonycoin-hmc,HarmonyCoin,HMC
925,tristar-coin,Tristar Coin,TSTR
926,poly-ai,POLY AI,AI
927,digital-money-bits,Digital Money Bits,DMB
928,cobinhood,Cobinhood,COB
929,maecenas,Maecenas,ART
930,bitshares-music,MUSE,MUSE
931,hedge,Hedge,HDG
932,swarm-fund,Swarm,SWM
933,nvo,NVO,NVST
934,rise,Rise,RISE
935,bitqy,bitqy,BQ
936,ecobit,Ecobit,ECOB
937,pluton,Pluton,PLU
938,e-coin,E-coin,ECN
939,kilocoin,KiloCoin,KLC
940,asiacoin,AsiaCoin,AC
941,tiesdb,Ties.DB,TIE
942,vcash,Vcash,XVC
943,atmos,Atmos,ATMS
944,neutron,Neutron,NTRN
945,encryptotel,EncryptoTel [WAVES],ETT
946,agoras-tokens,Agoras Tokens,AGRS
947,starta,Starta,STA
948,dao-casino,DAO.Casino,BET
949,xenon,Xenon,XNN
950,dovu,Dovu,DOVU
951,cryptopay,Cryptopay,CPAY
952,mercury-protocol,Mercury Protocol,GMT
953,russiacoin,RussiaCoin,RC
954,dnotes,DNotes,NOTE
955,yashcoin,YashCoin,YASH
956,ixcoin,Ixcoin,IXC
957,vsync-vsx,Vsync,VSX
958,bowhead,Bowhead,AHT
959,carboncoin,Carboncoin,CARBON
960,masternodecoin,Masternodecoin,MTNC
961,ergo,Ergo,EFYT
962,unity-ingot,Unity Ingot,UNY
963,giga-watt-token,Giga Watt Token,WTT
964,bluecoin,BlueCoin,BLU
965,prospectors-gold,Prospectors Gold,PGL
966,goodomy,Goodomy,GOOD
967,bitboost,BitBoost,BBT
968,anoncoin,Anoncoin,ANC
969,martexcoin,MarteXcoin,MXT
970,cryptogenic-bullion,Crypto Bullion,CBX
971,nushares,NuShares,NSR
972,real-estate-tokens,REX,REX
973,flypme,FlypMe,FYP
974,triaconta,Triaconta,TRIA
975,leafcoin,LeafCoin,LEAF
976,inflationcoin,InflationCoin,IFLT
977,smileycoin,SmileyCoin,SMLY
978,shorty,Shorty,SHORTY
979,neverdie,NEVERDIE,NDC
980,aurumcoin,AurumCoin,AU
981,jinn,Jinn,JINN
982,global-jobcoin,Global Jobcoin,GJC
983,orbitcoin,Orbitcoin,ORB
984,the-cypherfunks,The Cypherfunks,FUNK
985,bcap,BCAP,BCAP
986,fundyourselfnow,FundYourselfNow,FYN
987,supercoin,SuperCoin,SUPER
988,version,Version,V
989,universe,Universe,UNI
990,starcredits,StarCredits,STRC
991,fluttercoin,FlutterCoin,FLT
992,metalcoin,MetalCoin,METAL
993,42-coin,42-coin,42
994,petrodollar,PetroDollar,XPD
995,embers,Embers,MBRS
996,sovereign-hero,Sovereign Hero,HERO
997,insanecoin-insn,InsaneCoin,INSN
998,magiccoin,MagicCoin,MAGE
999,etheriya,Etheriya,RIYA
1000,project-decorum,Project Decorum,PDC
1001,fantomcoin,Fantomcoin,FCN
1002,smartbillions,SmartBillions,SMART
1003,shadowcash,ShadowCash,SDC
1004,hitcoin,HitCoin,HTC
1005,fastcoin,Fastcoin,FST
1006,ico-openledger,ICO OpenLedger,ICOO
1007,fucktoken,FuckToken,FUCK
1008,renos,Renos,RNS
1009,adelphoi,Adelphoi,ADL
1010,kobocoin,Kobocoin,KOBO
1011,gimli,Gimli,GIM
1012,britcoin,BritCoin,BRIT
1013,unicoin,UniCoin,UNIC
1014,nimfamoney,Nimfamoney,NIMFA
1015,dinastycoin,Dinastycoin,DCY
1016,i0coin,I0Coin,I0C
1017,bitpark-coin,Bitpark Coin,BPC
1018,hobonickels,HoboNickels,HBN
1019,monster-byte,Monster Byte,MBI
1020,emphy,Emphy,EPY
1021,ultimate-secure-cash,Ultimate Secure Cash,USC
1022,cashcoin,Cashcoin,CASH
1023,deutsche-emark,Deutsche eMark,DEM
1024,trollcoin,Trollcoin,TROLL
1025,smart-investment-fund-token,Smart Investment Fund Token,SIFT
1026,btctalkcoin,BTCtalkcoin,TALK
1027,bitstar,Bitstar,BITS
1028,qubitcoin,QubitCoin,Q2C
1029,rasputin-online-coin,Rasputin Online Coin,ROC
1030,triangles,Triangles,TRI
1031,ethbet,EthBet,EBET
1032,goldblocks,GoldBlocks,GB
1033,bitbar,BitBar,BTB
1034,grimcoin,Grimcoin,GRIM
1035,bitsilver,bitSilver,BITSILVER
1036,machinecoin,Machinecoin,MAC
1037,colossuscoin-v2,Colossuscoin V2,CV2
1038,elementrem,Elementrem,ELE
1039,purevidz,PureVidz,VIDZ
1040,bit20,Bit20,BTWTY
1041,janus,Janus,JNS
1042,valorbit,Valorbit,VAL
1043,bitbtc,bitBTC,BITBTC
1044,fuelcoin,FuelCoin,FC2
1045,blazecoin,BlazeCoin,BLZ
1046,rustbits,Rustbits,RUSTBITS
1047,phoenixcoin,Phoenixcoin,PXC
1048,opal,Opal,OPAL
1049,iticoin,iTicoin,ITI
1050,slimcoin,Slimcoin,SLM
1051,lendconnect,LendConnect,LCT
1052,bitcurrency,Bitcurrency,BTCR
1053,ultracoin,UltraCoin,UTC
1054,swagbucks,SwagBucks,BUCKS
1055,smartcoin,SmartCoin,SMC
1056,hodlcoin,HOdlcoin,HODL
1057,nyancoin,Nyancoin,NYAN
1058,fimkrypto,FIMKrypto,FIMK
1059,ambercoin,AmberCoin,AMBER
1060,lanacoin,LanaCoin,LANA
1061,leviarcoin,LeviarCoin,XLC
1062,aricoin,Aricoin,ARI
1063,flycoin,Flycoin,FLY
1064,halcyon,Halcyon,HAL
1065,golfcoin,Golfcoin,GOLF
1066,digicube,DigiCube,CUBE
1067,mao-zedong,Mao Zedong,MAO
1068,joulecoin,Joulecoin,XJO
1069,gaia,GAIA,GAIA
1070,visio,Visio,VISIO
1071,cypher,Cypher,CYP
1072,ebitcoin-cash,eBitcoinCash,EBCH
1073,droxne,DROXNE,DRXNE
1074,kurrent,Kurrent,KURT
1075,bitcoin-red,Bitcoin Red,BTCRED
1076,scorecoin,Scorecoin,SCORE
1077,wavesgo,WavesGo,WGO
1078,coin,Coin(O),CNO
1079,wayguide,WayGuide,WAY
1080,satoshimadness,SatoshiMadness,MAD
1081,bitz,Bitz,BITZ
1082,sterlingcoin,Sterlingcoin,SLG
1083,tagcoin,TagCoin,TAG
1084,bitgold,bitGold,BITGOLD
1085,bigup,BigUp,BIGUP
1086,signatum,Signatum,SIGT
1087,postcoin,PostCoin,POST
1088,chesscoin,ChessCoin,CHESS
1089,yellow-token,Yellow Token,YEL
1090,eternity,Eternity,ENT
1091,px,PX,PX
1092,btsr,BTSR,BTSR
1093,titcoin,Titcoin,TIT
1094,datacoin,Datacoin,DTC
1095,securecoin,SecureCoin,SRC
1096,ereal,eREAL,EREAL
1097,cannacoin,CannaCoin,CCN
1098,goldreserve,GoldReserve,XGR
1099,chronos,Chronos,CRX
1100,quebecoin,Quebecoin,QBC
1101,octanox,Octanox,OTX
1102,cryptoforecast,CryptoForecast,CFT
1103,icoin,iCoin,ICN
1104,tigercoin,Tigercoin,TGC
1105,sacoin,SACoin,SAC
1106,berncash,BERNcash,BERN
1107,blockpay,BlockPay,BLOCKPAY
1108,shadow-token,Shadow Token,SHDW
1109,briacoin,BriaCoin,BRIA
1110,bolivarcoin,Bolivarcoin,BOLI
1111,freicoin,Freicoin,FRC
1112,truckcoin,Truckcoin,TRK
1113,marscoin,Marscoin,MARS
1114,adcoin,AdCoin,ACC
1115,dix-asset,Dix Asset,DIX
1116,nekonium,Nekonium,NUKO
1117,link-platform,Link Platform,LNK
1118,paycoin2,PayCoin,XPY
1119,prototanium,Prototanium,PR
1120,300-token,300 Token,300
1121,evil-coin,Evil Coin,EVIL
1122,gapcoin,Gapcoin,GAP
1123,gameunits,GameUnits,UNITS
1124,globalcoin,GlobalCoin,GLC
1125,sproutsextreme,SproutsExtreme,SPEX
1126,trackr,CryptoInsight,TKR
1127,emerald,Emerald Crypto,EMD
1128,ccore,Ccore,CCO
1129,ethgas,ETHGAS,EGAS
1130,ammo-reloaded,Ammo Reloaded,AMMO
1131,fujinto,Fujinto,NTO
1132,virtacoin,Virtacoin,VTA
1133,rubies,Rubies,RBIES
1134,confido,Confido,CFD
1135,ratecoin,Ratecoin,XRA
1136,impact,Impact,IMX
1137,xios,Xios,XIOS
1138,newbium,Newbium,NEWB
1139,phantomx,Phantomx,PNX
1140,revolvercoin,RevolverCoin,XRE
1141,litebar,LiteBar,LTB
1142,influxcoin,Influxcoin,INFX
1143,spacecoin,SpaceCoin,SPACE
1144,kayicoin,Kayicoin,KAYI
1145,redcoin,RedCoin,RED
1146,ecocoin,EcoCoin,ECO
1147,senderon,Senderon,SDRN
1148,tokugawa,Tokugawa,TOK
1149,leacoin,LeaCoin,LEA
1150,coin2-1,Coin2.1,C2
1151,zurcoin,Zurcoin,ZUR
1152,catcoin,Catcoin,CAT
1153,biteur,bitEUR,BITEUR
1154,virtualcoin,VirtualCoin,VC
1155,amsterdamcoin,AmsterdamCoin,AMS
1156,advanced-internet-blocks,Advanced Internet Blocks,AIB
1157,independent-money-system,Independent Money System,IMS
1158,prime-xi,Prime-XI,PXI
1159,global-tour-coin,Global Tour Coin,GTC
1160,votecoin,VoteCoin,VOT
1161,idice,iDice,ICE
1162,bankcoin,Bankcoin,B@
1163,secretcoin,SecretCoin,SCRT
1164,ronpaulcoin,RonPaulCoin,RPC
1165,yacoin,Yacoin,YAC
1166,jin-coin,Jin Coin,JIN
1167,icobid,ICOBID,ICOB
1168,corethum,Corethum,CRTM
1169,dollarcoin,Dollarcoin,DLC
1170,pascal-lite,Pascal Lite,PASL
1171,chancoin,ChanCoin,CHAN
1172,parallelcoin,ParallelCoin,DUO
1173,firecoin,Firecoin,FIRE
1174,sativacoin,Sativacoin,STV
1175,pioneer-coin,Pioneer Coin,PCOIN
1176,boostcoin,BoostCoin,BOST
1177,virtacoinplus,Virtacoinplus,XVP
1178,sixeleven,SixEleven,611
1179,globalboost-y,GlobalBoost-Y,BSTY
1180,tajcoin,TajCoin,TAJ
1181,dalecoin,Dalecoin,DALC
1182,honey,Honey,HONEY
1183,bitquark,BitQuark,BTQ
1184,quatloo,Quatloo,QTL
1185,evotion,Evotion,EVO
1186,network-token,Network Token,NTWK
1187,bumbacoin,BumbaCoin,BUMBA
1188,eurocoin,Eurocoin,EUC
1189,guccionecoin,GuccioneCoin,GCC
1190,reecoin,ReeCoin,REE
1191,sooncoin,SoonCoin,SOON
1192,franko,Franko,FRK
1193,creatio,Creatio,XCRE
1194,polcoin,Polcoin,PLC
1195,acoin,Acoin,ACOIN
1196,bitcoin-planet,Bitcoin Planet,BTPL
1197,hempcoin-hmp,HempCoin,HMP
1198,paycon,PayCon,CON
1199,funcoin,FUNCoin,FUNC
1200,bitcoin-21,Bitcoin 21,XBTC21
1201,veltor,Veltor,VLT
1202,cybcsec,CybCSec,XCS
1203,fuzzballs,FuzzBalls,FUZZ
1204,money,Money,$$$
1205,mincoin,Mincoin,MNC
1206,joincoin,Joincoin,J
1207,guess,Peerguess,GUESS
1208,virta-unique-coin,Virta Unique Coin,VUC
1209,bnrtxcoin,BnrtxCoin,BNX
1210,ride-my-car,Ride My Car,RIDE
1211,allion,Allion,ALL
1212,californium,Californium,CF
1213,asiadigicoin,Asiadigicoin,ADCN
1214,eryllium,Eryllium,ERY
1215,goldpieces,GoldPieces,GP
1216,warp,WARP,WARP
1217,antibitcoin,AntiBitcoin,ANTI
1218,flaxscript,Flaxscript,FLAX
1219,roofs,Roofs,ROOFS
1220,postoken,PoSToken,POS
1221,fincoin,FinCoin,FNC
1222,bitasean,BitAsean,BAS
1223,neuro,Neuro,NRO
1224,soilcoin,SOILcoin,SOIL
1225,benjirolls,BenjiRolls,BENJI
1226,applecoin-apw,AppleCoin,APW
1227,coinonat,Coinonat,CXT
1228,billarycoin,BillaryCoin,BLRY
1229,debitcoin,Debitcoin,DBTC
1230,spots,Spots,SPT
1231,x-coin,X-Coin,XCO
1232,compucoin,CompuCoin,CPN
1233,bipcoin,BipCoin,BIP
1234,cannation,Cannation,CNNC
1235,marijuanacoin,Marijuanacoin,MAR
1236,sojourn,Sojourn,SOJ
1237,iconic,Iconic,ICON
1238,metal-music-coin,Metal Music Coin,MTLMC3
1239,shilling,Shilling,SH
1240,beatcoin,Beatcoin,XBTS
1241,gold-pressed-latinum,Gold Pressed Latinum,GPL
1242,bitcedi,Bitcedi,BXC
1243,zayedcoin,Zayedcoin,ZYD
1244,uro,Uro,URO
1245,cryptoescudo,CryptoEscudo,CESC
1246,quazarcoin,QuazarCoin,QCN
1247,printerium,Printerium,PRX
1248,artex-coin,Artex Coin,ATX
1249,songcoin,SongCoin,SONG
1250,dappster,DAPPSTER,DLISK
1251,healthywormcoin,HealthyWormCoin,WORM
1252,litecred,Litecred,LTCR
1253,starcash-network,StarCash Network,STARS
1254,useless-ethereum-token,Useless Ethereum Token,UET
1255,solarflarecoin,Solarflarecoin,SFC
1256,bowscoin,BowsCoin,BSC
1257,blackstar,Blackstar,BSTAR
1258,kronecoin,Kronecoin,KRONE
1259,eaglecoin,EagleCoin,EAGLE
1260,mindcoin,MindCoin,MND
1261,crypto,Crypto,CTO
1262,ponzicoin,PonziCoin,PONZI
1263,javascript-token,JavaScript Token,JS
1264,interzone,Interzone,ITZ
1265,vip-tokens,VIP Tokens,VIP
1266,pulse,Pulse,PULSE
1267,jewels,Jewels,JWL
1268,cryptoworldx-token,CryptoWorldX Token,CWXT
1269,kingn-coin,KingN Coin,KNC
1270,dreamcoin,Dreamcoin,DRM
1271,exchangen,ExchangeN,EXN
1272,slevin,Slevin,SLEVIN
1273,bios-crypto,BiosCrypto,BIOS
1274,coexistcoin,CoExistCoin,COXST
1275,milocoin,MiloCoin,MILO
1276,agrolifecoin,AgrolifeCoin,AGLC
1277,tagrcoin,TAGRcoin,TAGR
1278,vector,VectorAI,VEC2
1279,ripto-bux,Ripto Bux,RBX
1280,piecoin,PIECoin,PIE
1281,doubloon,BOAT,BOAT
1282,litecoin-ultra,LiteCoin Ultra,LTCU
1283,letitride,LetItRide,LIR
1284,unrealcoin,Unrealcoin,URC
1285,cthulhu-offerings,Cthulhu Offerings,OFF
1286,remicoin,Remicoin,RMC
1287,steps,Steps,STEPS
1288,ego,EGO,EGO
1289,playercoin,PlayerCoin,PLACO
1290,health-mutual-society,Hi Mutual Society,HMC
1291,gbcgoldcoin,GBCGoldCoin,GBC
1292,destiny,Destiny,DES
1293,geertcoin,GeertCoin,GEERT
1294,zonecoin,Zonecoin,ZNE
1295,crtcoin,CRTCoin,CRT
1296,genstake,G3N,G3N
1297,dollar-online,Dollar Online,DOLLAR
1298,orlycoin,Orlycoin,ORLY
1299,impulsecoin,ImpulseCoin,IMPS
1300,torcoin-tor,Torcoin,TOR
1301,plncoin,PLNcoin,PLNC
1302,anarchistsprime,AnarchistsPrime,ACP
1303,jobscoin,JobsCoin,JOBS
1304,altcommunity-coin,SONO,ALTCOM
1305,red-mwat,RED MWAT,MWAT
1306,wild-beast-block,Wild Beast Block,WBB
1307,braincoin,Braincoin,BRAIN
1308,osmiumcoin,OsmiumCoin,OS76
1309,save-and-gain,Save and Gain,SANDG
1310,credence-coin,Credence Coin,CRDNC
1311,posex,PosEx,PEX
1312,rsgpcoin,RSGPcoin,RSGP
1313,bitvolt,Bitvolt,VOLT
1314,sydpak,SydPak,SDP
1315,ibank,iBank,IBANK
1316,prcoin,PRCoin,PRC
1317,rawcoin2,Rawcoin,XRC
1318,coimatic-3,Coimatic 3.0,CTIC3
1319,biobar,BioBar,BIOB
1320,argus,Argus,ARGUS
1321,elysium,Elysium,ELS
1322,socialcoin-socc,SocialCoin,SOCC
1323,nodecoin,NodeCoin,NODC
1324,p7coin,P7Coin,P7C
1325,crevacoin,CrevaCoin,CREVA
1326,selfiecoin,Selfiecoin,SLFI
1327,geysercoin,GeyserCoin,GSR
1328,vault-coin,Vault Coin,VLTC
1329,concoin,Concoin,CONX
1330,xonecoin,Xonecoin,XOC
1331,coimatic-2,Coimatic 2.0,CTIC2
1332,magnum,Magnum,MGM
1333,levoplus,LevoPlus,LVPS
1334,digital-credits,Digital Credits,DGCS
1335,caliphcoin,CaliphCoin,CALC
1336,futurexe,FuturXe,FXE
1337,pizzacoin,PizzaCoin,PIZZA
1338,ebittree-coin,Ebittree Coin,EBT
1339,ccminer,CCMiner,CCM100
1340,antilitecoin,Antilitecoin,ALTC
1341,huobi-token,Huobi Token,HT
1342,wanchain,Wanchain,WAN
1343,atmcoin,ATMCoin,ATMC
1344,educare,EDUCare,EKT
1345,dragon-coins,Dragon Coins,DRG
1346,topchain,TopChain,TOPC
1347,oceanchain,OceanChain,OC
1348,waykichain,WaykiChain,WIC
1349,acute-angle-cloud,Acute Angle Cloud,AAC
1350,nanjcoin,NANJCOIN,NANJ
1351,tychocoin,Tychocoin,TYCHO
1352,weth,WETH,WETH
1353,chatcoin,ChatCoin,CHAT
1354,ugchain,ugChain,UGC
1355,abncoin,Abncoin,ABN
1356,noah-coin,Noah Coin,NOAH
1357,aware,AWARE,AWR
1358,electronic-pk-chain,Electronic PK Chain,EPC
1359,win-coin,WINCOIN,WC
1360,starchain,StarChain,STC
1361,amlt,AMLT Token,AMLT
1362,dibcoin,DIBCOIN,DIBC
1363,molecular-future,Molecular Future,MOF
1364,realchain,RealChain,RCT
1365,octoin-coin,Octoin Coin,OCC
1366,mixin,Mixin,XIN
1367,kcash,Kcash,KCASH
1368,bitrent,BitRent,RNTB
1369,ofcoin,OFCOIN,OF
1370,tezos,Tezos (Pre-Launch),XTZ
1371,bnktothefuture,BnkToTheFuture,BFT
1372,fargocoin,Fargocoin,FRGC
1373,lightning-bitcoin,Lightning Bitcoin [Futures],LBTC
1374,rentberry,Rentberry,BERRY
1375,fairgame,FairGame,FAIR
1376,selfsell,SelfSell,SSC
1377,w3coin,W3Coin,W3C
1378,aidos-kuneen,Aidos Kuneen,ADK
1379,content-and-ad-network,Content and AD Network,CAN
1380,neurotoken,Neurotoken,NTK
1381,lightchain,LightChain,LIGHT
1382,show,Show,SHOW
1383,bitcoin-private,Bitcoin Private,BTCP
1384,united-bitcoin,United Bitcoin,UBTC
1385,stockchain,StockChain,SCC
1386,ug-token,UG Token,UGT
1387,tokenpay,TokenPay,TPAY
1388,maggie,Maggie,MAG
1389,valuechain,ValueChain,VLC
1390,iquant,iQuant,IQT
1391,vice-industry-token,Vice Industry Token,VIT
1392,tokenomy,Tokenomy,TEN
1393,titanium-bar,Titanium BAR,TBAR
1394,filecoin,Filecoin [Futures],FIL
1395,embercoin,EmberCoin,EMB
1396,animation-vision-cash,Animation Vision Cash,AVH
1397,bigone-token,BigONE Token,BIG
1398,investdigital,InvestDigital,IDT
1399,paccoin,PACcoin,$PAC
1400,qube,Qube,QUBE
1401,bitstation,BitStation,BSTN
1402,super-bitcoin,Super Bitcoin,SBTC
1403,segwit2x,SegWit2x,B2X
1404,bitcoinx,BitcoinX,BCX
1405,litecoin-cash,Litecoin Cash,LCC
1406,strikebitclub,StrikeBitClub,SBC
1407,switcheo,Switcheo,SWH
1408,etherecash,Etherecash,ECH
1409,sharpe-capital,Sharpe Capital,SHP
1410,infinity-economics,Infinity Economics,XIN
1411,friends,Friendz,FDZ
1412,comsa-eth,COMSA [ETH],CMS
1413,ipchain,IPChain,IPC
1414,pressone,PressOne,PRS
1415,moac,MOAC,MOAC
1416,sphre-air,Sphre AIR ,XID
1417,bee-token,Bee Token,BEE
1418,jingtum-tech,Jingtum Tech,SWTC
1419,msd,MSD,MSD
1420,turbocoin,TurboCoin,TURBO
1421,halalchain,HalalChain,HLC
1422,mergecoin,MergeCoin,MGC
1423,gems-protocol,Gems ,GEM
1424,comsa-xem,COMSA [XEM],CMS
1425,antimatter,Antimatter,ANTX
1426,unlimitedip,UnlimitedIP,UIP
1427,read,Read,READ
1428,candy,Candy,CANDY
1429,blockcdn,BlockCDN,BCDN
1430,ea-coin,EA Coin,EAG
1431,mktcoin,MktCoin,MLM
1432,idex-membership,IDEX Membership,IDXM
1433,napoleonx,NaPoleonX,NPX
1434,levocoin,Levocoin,LEVO
1435,bitcoin-god,Bitcoin God,GOD
1436,golos-gold,Golos Gold,GBG
1437,zengold,ZenGold,ZENGOLD
1438,fluz-fluz,Fluz Fluz,FLUZ
1439,hirematch,HireMatch,HIRE
1440,consensus,Consensus,SEN
1441,cfun,CFun,CFUN
1442,hoqu,HOQU,HQX
1443,safecoin,SafeCoin,SFE
1444,entcash,ENTCash,ENT
1445,etherdelta-token,EtherDelta Token,EDT
1446,gamechain,GameChain System,GCS
1447,signal-token,Signal Token,SIG
1448,gladius-token,Gladius Token,GLA
1449,bitsoar,BitSoar,BSR
1450,swisscoin,Swisscoin,SIC
1451,datx,DATx,DATX
1452,t-coin,T-coin,TCOIN
1453,lendroid-support-token,Lendroid Support Token,LST
1454,wa-space,WA Space,WA
1455,cryptopiafeeshares,CryptopiaFeeShares,CEFS
1456,hodl-bucks,HODL Bucks,HDLB
1457,tattoocoin-limited,Tattoocoin (Limited Edition),TLE
1458,escoro,Escroco,ESC
1459,peculium,Peculium,PCL
1460,alphabitcoinfund,Alphabit,ABC
1461,titanium-blockchain,Titanium Blockchain,BAR
1462,vulcano,Vulcano,VULC
1463,first-bitcoin-capital,First Bitcoin Capital,BITCF
1464,bitbase,Bitbase,BTBc
1465,macro1,Macro,MCR
1466,stex,STEX,STEX
1467,bastonet,Bastonet,BSN
1468,cloud,Cloud,CLD
1469,runners,Runners,RUNNERS
1470,davorcoin,DavorCoin,DAV
1471,acchain,ACChain,ACC
1472,hyper-pay,Hyper Pay,HPY
1473,royalties,Royalties,XRY
1474,plexcoin,PlexCoin,PLX
1475,uttoken,United Traders Token,UTT
1476,techshares,TechShares,THS
1477,terranova,TerraNova,TER
1478,internet-of-things,Internet of Things,XOT
1479,president-johnson,President Johnson,GARY
1480,teslacoilcoin,TeslaCoilCoin,TESLA
1481,president-trump,President Trump,PRES
1482,xde-ii,XDE II,XDE2
1483,animecoin,Animecoin,ANI
1484,indicoin,Indicoin,INDI
1485,cubits,Cubits,QBT
1486,numus,Numus,NMS
1487,btcmoon,BTCMoon,BTCM
1488,bt2-cst,BT2 [CST],BT2
1489,quotient,Quotient,XQN
1490,slothcoin,Slothcoin,SLOTH
1491,avatarcoin,AvatarCoin,AV
1492,swaptoken,SwapToken,TOKEN
1493,safe-trade-coin,Safe Trade Coin,XSTC
1494,numuscash,NumusCash,NUMUS
1495,flappycoin,FlappyCoin,FLAP
1496,sparks,Sparks,SPK
1497,bubble,Bubble,BUB
1498,halloween-coin,Halloween Coin,HALLO
1499,harvest-masternode-coin,Harvest Masternode Coin,HC
1500,sand-coin,Sand Coin,SND
1501,namocoin,NamoCoin,NAMO
1502,sisa,SISA,SISA
1503,gold-reward-token,GOLD Reward Token,GRX
1504,ox-fina,OX Fina,OX
1505,betacoin,BetaCoin,BET
1506,vpncoin,VPNCoin,VASH
1507,compcoin,Compcoin,CMP
1508,xtd-coin,XTD Coin,XTD
1509,superior-coin,Superior Coin,SUP
1510,cashme,Cashme,CME
