,Close,High,Low,Open,Time,Volume,Symbol,Exchange
154,2.588e-05,2.673e-05,2.528e-05,2.549e-05,2018-03-04 05:30:00,1166.788591217957,ADA/BTC,Bittrex
155,2.544e-05,2.778e-05,2.493e-05,2.588e-05,2018-03-05 05:30:00,2359.0035851452776,ADA/BTC,Bittrex
156,2.587e-05,2.641e-05,2.523e-05,2.547e-05,2018-03-06 05:30:00,1162.9692935711425,ADA/BTC,Bittrex
157,2.425e-05,2.587e-05,2.352e-05,2.587e-05,2018-03-07 05:30:00,2101.0911870029545,ADA/BTC,Bittrex
158,2.289e-05,2.466e-05,2.288e-05,2.425e-05,2018-03-08 05:30:00,1765.8533188523334,ADA/BTC,Bittrex
159,2.315e-05,2.325e-05,2.177e-05,2.288e-05,2018-03-09 05:30:00,2459.0693120821124,ADA/BTC,Bittrex
160,2.295e-05,2.349e-05,2.2e-05,2.315e-05,2018-03-10 05:30:00,1173.470414642108,ADA/BTC,Bittrex
161,2.29e-05,2.328e-05,2.211e-05,2.295e-05,2018-03-11 05:30:00,1768.1842943404579,ADA/BTC,Bittrex
162,2.355e-05,2.361e-05,2.259e-05,2.29e-05,2018-03-12 05:30:00,1493.8238792225463,ADA/BTC,Bittrex
0,4.26e-05,0.00162003,1.12e-05,0.00126005,2017-07-03 05:30:00,118.99662131280448,ADT/BTC,Bittrex
1,2.918e-05,4.259e-05,2.81e-05,4.259e-05,2017-07-04 05:30:00,232.31855392164417,ADT/BTC,Bittrex
2,2.201e-05,3.114e-05,2.122e-05,2.914e-05,2017-07-05 05:30:00,110.60531259269096,ADT/BTC,Bittrex
3,1.66e-05,2.286e-05,1.551e-05,2.202e-05,2017-07-06 05:30:00,149.51181288639364,ADT/BTC,Bittrex
4,1.12e-05,1.87e-05,1.03e-05,1.69e-05,2017-07-07 05:30:00,92.05700495986858,ADT/BTC,Bittrex
5,1.127e-05,1.374e-05,1.03e-05,1.126e-05,2017-07-08 05:30:00,56.28821433228275,ADT/BTC,Bittrex
6,1.058e-05,1.169e-05,9.01e-06,1.119e-05,2017-07-09 05:30:00,47.70059898099644,ADT/BTC,Bittrex
7,1.52e-05,1.74e-05,9.81e-06,1.145e-05,2017-07-10 05:30:00,218.77558623854384,ADT/BTC,Bittrex
8,1.211e-05,1.636e-05,1.115e-05,1.515e-05,2017-07-11 05:30:00,50.40012414407194,ADT/BTC,Bittrex
9,1.403e-05,1.485e-05,9.89e-06,1.211e-05,2017-07-12 05:30:00,44.80946681670852,ADT/BTC,Bittrex
10,1.333e-05,1.45e-05,1.161e-05,1.391e-05,2017-07-13 05:30:00,24.20866724525956,ADT/BTC,Bittrex
11,1.333e-05,1.449e-05,1.15e-05,1.334e-05,2017-07-14 05:30:00,29.205986383311828,ADT/BTC,Bittrex
12,1.173e-05,1.382e-05,9.9e-06,1.333e-05,2017-07-15 05:30:00,35.651242187565266,ADT/BTC,Bittrex
13,1.154e-05,1.182e-05,9.23e-06,1.159e-05,2017-07-16 05:30:00,21.39588485609675,ADT/BTC,Bittrex
14,1.172e-05,1.26e-05,9.11e-06,1.182e-05,2017-07-17 05:30:00,21.156109324365982,ADT/BTC,Bittrex
15,1.457e-05,1.699e-05,1.113e-05,1.172e-05,2017-07-18 05:30:00,41.71971059288572,ADT/BTC,Bittrex
16,1.3e-05,1.458e-05,1.16e-05,1.445e-05,2017-07-19 05:30:00,42.35530409987461,ADT/BTC,Bittrex
17,1.3e-05,1.404e-05,1.201e-05,1.3e-05,2017-07-20 05:30:00,13.183260340202809,ADT/BTC,Bittrex
18,1.136e-05,1.336e-05,9.99e-06,1.254e-05,2017-07-21 05:30:00,16.64940201141343,ADT/BTC,Bittrex
19,1.093e-05,1.22e-05,9.98e-06,1.133e-05,2017-07-22 05:30:00,11.100258141310052,ADT/BTC,Bittrex
20,1.194e-05,1.2e-05,1.018e-05,1.123e-05,2017-07-23 05:30:00,5.085041658247059,ADT/BTC,Bittrex
21,1.226e-05,1.322e-05,1.051e-05,1.198e-05,2017-07-24 05:30:00,26.48067342395845,ADT/BTC,Bittrex
22,1.059e-05,1.289e-05,1.059e-05,1.234e-05,2017-07-25 05:30:00,12.13084727963337,ADT/BTC,Bittrex
23,1.153e-05,1.294e-05,9.75e-06,1.138e-05,2017-07-26 05:30:00,43.622011997940504,ADT/BTC,Bittrex
24,1.111e-05,1.198e-05,1.075e-05,1.153e-05,2017-07-27 05:30:00,7.303214010836917,ADT/BTC,Bittrex
25,1.069e-05,1.14e-05,9.63e-06,1.088e-05,2017-07-28 05:30:00,13.747684815357626,ADT/BTC,Bittrex
26,1.055e-05,1.093e-05,9.6e-06,1.075e-05,2017-07-29 05:30:00,6.387631303533565,ADT/BTC,Bittrex
27,1.016e-05,1.055e-05,9.61e-06,1.055e-05,2017-07-30 05:30:00,6.524145877888396,ADT/BTC,Bittrex
28,9.74e-06,1.022e-05,9.57e-06,1.016e-05,2017-07-31 05:30:00,2.3413622724276575,ADT/BTC,Bittrex
29,1.014e-05,1.19e-05,9.26e-06,9.74e-06,2017-08-01 05:30:00,18.448099339039345,ADT/BTC,Bittrex
30,1e-05,1.058e-05,9.52e-06,1.036e-05,2017-08-02 05:30:00,15.8822154819052,ADT/BTC,Bittrex
31,1.026e-05,1.038e-05,9.88e-06,9.88e-06,2017-08-03 05:30:00,7.360743016815014,ADT/BTC,Bittrex
32,9.96e-06,1.03e-05,9.25e-06,1.026e-05,2017-08-04 05:30:00,9.334044691539006,ADT/BTC,Bittrex
33,1.017e-05,1.171e-05,9e-06,9.96e-06,2017-08-05 05:30:00,26.986166277077775,ADT/BTC,Bittrex
34,1.105e-05,1.14e-05,9.7e-06,1.009e-05,2017-08-06 05:30:00,20.27557265200604,ADT/BTC,Bittrex
35,1.108e-05,1.199e-05,1e-05,1.104e-05,2017-08-07 05:30:00,34.14875902869788,ADT/BTC,Bittrex
36,1.154e-05,1.2e-05,1.081e-05,1.081e-05,2017-08-08 05:30:00,9.515971283150163,ADT/BTC,Bittrex
37,1.327e-05,1.358e-05,1.15e-05,1.15e-05,2017-08-09 05:30:00,23.95722430895021,ADT/BTC,Bittrex
38,1.222e-05,1.35e-05,1.2e-05,1.338e-05,2017-08-10 05:30:00,18.545021729781556,ADT/BTC,Bittrex
39,1.78e-05,2.56e-05,1.2e-05,1.223e-05,2017-08-11 05:30:00,443.6712201424086,ADT/BTC,Bittrex
40,1.561e-05,2.41e-05,1.301e-05,1.755e-05,2017-08-12 05:30:00,306.28999000290986,ADT/BTC,Bittrex
41,1.324e-05,1.597e-05,1.19e-05,1.55e-05,2017-08-13 05:30:00,76.10398873056712,ADT/BTC,Bittrex
42,1.025e-05,1.431e-05,1.016e-05,1.333e-05,2017-08-14 05:30:00,43.74943720879218,ADT/BTC,Bittrex
43,1.41e-05,1.43e-05,1.028e-05,1.049e-05,2017-08-15 05:30:00,58.63212847529493,ADT/BTC,Bittrex
44,1.797e-05,1.828e-05,1.274e-05,1.404e-05,2017-08-16 05:30:00,168.80590758064793,ADT/BTC,Bittrex
45,1.6e-05,1.827e-05,1.436e-05,1.757e-05,2017-08-17 05:30:00,151.77145950846176,ADT/BTC,Bittrex
46,1.327e-05,1.643e-05,1.285e-05,1.607e-05,2017-08-18 05:30:00,76.61580746850949,ADT/BTC,Bittrex
47,1.317e-05,1.472e-05,1.2e-05,1.347e-05,2017-08-19 05:30:00,29.895399435203146,ADT/BTC,Bittrex
48,1.305e-05,1.366e-05,1.21e-05,1.317e-05,2017-08-20 05:30:00,26.80497729894875,ADT/BTC,Bittrex
49,1.46e-05,1.508e-05,1.253e-05,1.317e-05,2017-08-21 05:30:00,43.24790412383133,ADT/BTC,Bittrex
50,1.343e-05,1.545e-05,1.19e-05,1.46e-05,2017-08-22 05:30:00,30.413378537370193,ADT/BTC,Bittrex
51,1.228e-05,1.475e-05,1.162e-05,1.307e-05,2017-08-23 05:30:00,31.784850767423848,ADT/BTC,Bittrex
52,1.157e-05,1.228e-05,1.105e-05,1.228e-05,2017-08-24 05:30:00,37.19206231977498,ADT/BTC,Bittrex
53,1.075e-05,1.182e-05,1.01e-05,1.145e-05,2017-08-25 05:30:00,51.09875422180229,ADT/BTC,Bittrex
54,1.147e-05,1.286e-05,1.044e-05,1.046e-05,2017-08-26 05:30:00,57.560975907474685,ADT/BTC,Bittrex
55,1.262e-05,1.273e-05,9.47e-06,1.169e-05,2017-08-27 05:30:00,59.552999651534805,ADT/BTC,Bittrex
56,1.3e-05,1.605e-05,1.2e-05,1.255e-05,2017-08-28 05:30:00,153.2892918573597,ADT/BTC,Bittrex
57,1.205e-05,1.358e-05,1.1e-05,1.305e-05,2017-08-29 05:30:00,51.87635229742283,ADT/BTC,Bittrex
58,1.12e-05,1.336e-05,1.1e-05,1.205e-05,2017-08-30 05:30:00,31.584637623972828,ADT/BTC,Bittrex
59,1.204e-05,1.291e-05,1.112e-05,1.121e-05,2017-08-31 05:30:00,29.781281084699277,ADT/BTC,Bittrex
60,1.192e-05,1.242e-05,1.148e-05,1.204e-05,2017-09-01 05:30:00,24.8274805236403,ADT/BTC,Bittrex
61,1.1e-05,1.21e-05,1.076e-05,1.191e-05,2017-09-02 05:30:00,17.344091487395197,ADT/BTC,Bittrex
62,1.093e-05,1.1e-05,1.028e-05,1.072e-05,2017-09-03 05:30:00,25.237357356215025,ADT/BTC,Bittrex
63,1.038e-05,1.333e-05,8.02e-06,1.077e-05,2017-09-04 05:30:00,76.37232542322916,ADT/BTC,Bittrex
64,1.098e-05,1.12e-05,8.62e-06,1.04e-05,2017-09-05 05:30:00,49.78887416883299,ADT/BTC,Bittrex
65,1.06e-05,1.239e-05,1.007e-05,1.103e-05,2017-09-06 05:30:00,31.333778220406327,ADT/BTC,Bittrex
66,1.058e-05,1.098e-05,9.99e-06,1.057e-05,2017-09-07 05:30:00,19.477827492455884,ADT/BTC,Bittrex
67,1e-05,1.139e-05,9.8e-06,1.049e-05,2017-09-08 05:30:00,16.6182582050733,ADT/BTC,Bittrex
68,1.026e-05,1.125e-05,9.71e-06,1.031e-05,2017-09-09 05:30:00,13.847603384695557,ADT/BTC,Bittrex
69,1.064e-05,1.158e-05,1.01e-05,1.04e-05,2017-09-10 05:30:00,10.602495730949673,ADT/BTC,Bittrex
70,1.02e-05,1.13e-05,9.82e-06,1.065e-05,2017-09-11 05:30:00,18.234906890948775,ADT/BTC,Bittrex
71,1.034e-05,1.08e-05,1.009e-05,1.02e-05,2017-09-12 05:30:00,10.368689636204016,ADT/BTC,Bittrex
72,1.001e-05,1.055e-05,9.15e-06,1.034e-05,2017-09-13 05:30:00,9.271135281034127,ADT/BTC,Bittrex
73,9.95e-06,1.098e-05,9.58e-06,1.001e-05,2017-09-14 05:30:00,13.262207552024899,ADT/BTC,Bittrex
74,9.7e-06,9.99e-06,9.35e-06,9.93e-06,2017-09-15 05:30:00,11.24185336013604,ADT/BTC,Bittrex
75,9.41e-06,9.84e-06,9.32e-06,9.68e-06,2017-09-16 05:30:00,3.1554856298466754,ADT/BTC,Bittrex
76,9.71e-06,9.92e-06,9.12e-06,9.45e-06,2017-09-17 05:30:00,4.4036750940997,ADT/BTC,Bittrex
77,1.002e-05,1.05e-05,9.51e-06,9.86e-06,2017-09-18 05:30:00,21.761115151289612,ADT/BTC,Bittrex
78,9.78e-06,1.025e-05,9.53e-06,1.002e-05,2017-09-19 05:30:00,11.024397278143446,ADT/BTC,Bittrex
79,9.76e-06,9.99e-06,9.53e-06,9.78e-06,2017-09-20 05:30:00,8.631824864776686,ADT/BTC,Bittrex
80,9.95e-06,1.486e-05,9.05e-06,9.75e-06,2017-09-21 05:30:00,172.75433971835756,ADT/BTC,Bittrex
81,9.89e-06,1.03e-05,9.24e-06,1.011e-05,2017-09-22 05:30:00,18.106345829647207,ADT/BTC,Bittrex
82,9.57e-06,9.92e-06,9.14e-06,9.89e-06,2017-09-23 05:30:00,12.346231422002418,ADT/BTC,Bittrex
83,9.56e-06,9.62e-06,9.33e-06,9.61e-06,2017-09-24 05:30:00,9.757754637324508,ADT/BTC,Bittrex
84,9.6e-06,9.93e-06,9.4e-06,9.55e-06,2017-09-25 05:30:00,19.489607611978848,ADT/BTC,Bittrex
85,9.82e-06,1.025e-05,9.6e-06,9.6e-06,2017-09-26 05:30:00,28.40677881954425,ADT/BTC,Bittrex
86,9.8e-06,1.024e-05,9.61e-06,9.83e-06,2017-09-27 05:30:00,16.092187617348316,ADT/BTC,Bittrex
87,9.96e-06,1.035e-05,9.55e-06,9.83e-06,2017-09-28 05:30:00,17.622158991299273,ADT/BTC,Bittrex
88,9.84e-06,1.008e-05,9.37e-06,1.008e-05,2017-09-29 05:30:00,10.14024552832404,ADT/BTC,Bittrex
89,9.5e-06,1.016e-05,9.5e-06,9.93e-06,2017-09-30 05:30:00,15.4405010888968,ADT/BTC,Bittrex
90,8.92e-06,9.5e-06,8.91e-06,9.5e-06,2017-10-01 05:30:00,18.244206772300544,ADT/BTC,Bittrex
91,8.49e-06,9.22e-06,8.19e-06,8.96e-06,2017-10-02 05:30:00,14.43893236250332,ADT/BTC,Bittrex
92,7.83e-06,8.49e-06,7.51e-06,8.49e-06,2017-10-03 05:30:00,14.102159560178645,ADT/BTC,Bittrex
93,7.92e-06,8.17e-06,7.5e-06,7.83e-06,2017-10-04 05:30:00,8.08832486716563,ADT/BTC,Bittrex
94,7.58e-06,7.98e-06,7.3e-06,7.91e-06,2017-10-05 05:30:00,6.638141989799208,ADT/BTC,Bittrex
95,7.16e-06,7.6e-06,6.51e-06,7.59e-06,2017-10-06 05:30:00,10.155395670784312,ADT/BTC,Bittrex
96,7.66e-06,1e-05,7.06e-06,7.21e-06,2017-10-07 05:30:00,71.07732572132963,ADT/BTC,Bittrex
97,6.61e-06,9.1e-06,6.5e-06,7.8e-06,2017-10-08 05:30:00,26.923631060183126,ADT/BTC,Bittrex
98,5.53e-06,6.63e-06,5.2e-06,6.57e-06,2017-10-09 05:30:00,18.44332136724445,ADT/BTC,Bittrex
99,5.4e-06,5.8e-06,5.05e-06,5.52e-06,2017-10-10 05:30:00,9.414479692903177,ADT/BTC,Bittrex
100,6.03e-06,6.29e-06,5.36e-06,5.4e-06,2017-10-11 05:30:00,10.759248581596278,ADT/BTC,Bittrex
101,6.19e-06,6.79e-06,5.83e-06,6.02e-06,2017-10-12 05:30:00,20.16361980741939,ADT/BTC,Bittrex
102,5.76e-06,6.49e-06,5.76e-06,6.06e-06,2017-10-13 05:30:00,11.924158558087814,ADT/BTC,Bittrex
103,5.38e-06,6.25e-06,5.11e-06,5.78e-06,2017-10-14 05:30:00,13.3958575551806,ADT/BTC,Bittrex
104,5.15e-06,5.28e-06,4.06e-06,5.17e-06,2017-10-15 05:30:00,3.5398318942115026,ADT/BTC,Bittrex
105,6.67e-06,8.22e-06,4.9e-06,5.15e-06,2017-10-16 05:30:00,64.13033453757403,ADT/BTC,Bittrex
106,6.65e-06,1.23e-05,5.86e-06,6.57e-06,2017-10-17 05:30:00,359.72109071905595,ADT/BTC,Bittrex
107,5.81e-06,7.17e-06,5.25e-06,6.65e-06,2017-10-18 05:30:00,64.08177727807856,ADT/BTC,Bittrex
108,5.48e-06,5.93e-06,5.31e-06,5.83e-06,2017-10-19 05:30:00,20.003536713196503,ADT/BTC,Bittrex
109,5.21e-06,5.96e-06,5.06e-06,5.48e-06,2017-10-20 05:30:00,18.273241772649104,ADT/BTC,Bittrex
110,4.65e-06,5.25e-06,4.31e-06,5.15e-06,2017-10-21 05:30:00,12.832370745881525,ADT/BTC,Bittrex
111,4.51e-06,4.95e-06,4.46e-06,4.76e-06,2017-10-22 05:30:00,5.200925456134049,ADT/BTC,Bittrex
112,4.17e-06,5.1e-06,4.17e-06,4.51e-06,2017-10-23 05:30:00,13.116324671546222,ADT/BTC,Bittrex
113,4.94e-06,5.46e-06,4.17e-06,4.17e-06,2017-10-24 05:30:00,13.379206211197554,ADT/BTC,Bittrex
114,4.82e-06,5.02e-06,4.57e-06,4.94e-06,2017-10-25 05:30:00,9.243629430854279,ADT/BTC,Bittrex
115,4.6e-06,4.92e-06,4.3e-06,4.78e-06,2017-10-26 05:30:00,5.865981968651416,ADT/BTC,Bittrex
